alias,category,unit_type,role,ref_field,variant_count,variants,nations,service_from,service_to,loadouts,displacement_t,length_m,beam_m,max_speed_kt,telegraph_kt,armor
nv_s-60,land_units,LandUnit,"AAW,Gun",VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,None
nv_watchtower,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,None
nv_zu-23,land_units,LandUnit,"AAW,Gun",VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,None
oil_terminal_1,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,None
oil_terminal_2,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,None
oil_terminal_3,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,None
pla_aaa_type55,land_units,LandUnit,"AAW,Gun",VariantReference,4,"Default,Variant1-3",China|Vietnam,,,,,,,,,None
pla_aaa_type65,land_units,LandUnit,"AAW,Gun",VariantReference,4,"Default,Variant1-3",China|Vietnam,,,,,,,,,None
pla_apc_type63,land_units,LandUnit,Gun,VariantReference,2,"Default,Variant1",China,,,,,5.5,2.9,32.7,,Minor
pla_hy-1_launcher,land_units,LandUnit,"ASuW,ASM",VariantReference,5,"Default,Variant1-4",China|Iran|Iraq|North_Korea,,,,,,,,,None
pla_hy-2_launcher,land_units,LandUnit,"ASuW,ASM",VariantReference,5,"Default,Variant1-4",China|Iran|Iraq|North_Korea,,,,,,,,,None
pla_hy-3_launcher,land_units,LandUnit,"ASuW,ASM",VariantReference,2,"Default,Variant1",China,,,,,,,,,None
pla_hy-4_launcher,land_units,LandUnit,"ASuW,ASM",VariantReference,3,"Default,Variant1,Variant2",China|Iran,,,,,,,,,None
pla_lt_type_63,land_units,LandUnit,Gun,VariantReference,8,"Default,Variant1-7",China|Vietnam|North_Korea|Iraq|Pakistan|Myanmar|Sri_Lanka,,,,,7.15,3.2,34.5,,Moderate
pla_spaag_type63,land_units,LandUnit,Gun,VariantReference,3,"Default,Variant1,Variant2",China|Vietnam,,,,,6.4,3.0,29.7,,Minor
port_ashdod,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Israel,,,,,,,,,None
port_belfast,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_chennai,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",India,,,,,,,,,None
port_cochin,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",India,,,,,,,,,None
port_diu,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",India,,,,,,,,,None
port_dover,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_dublin,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Ireland,,,,,,,,,None
port_eastcoast_charleston,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",US,,,,,,,,,None
port_eastcoast_halifax,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Canada,,,,,,,,,None
port_eastcoast_jacksonville,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",US,,,,,,,,,None
port_eastcoast_mayport,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",US,,,,,,,,,None
port_eastcoast_newport,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",US,,,,,,,,,None
port_eastcoast_norfolk,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",US,,,,,,,,,None
port_felixstowe,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_haifa,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Israel,,,,,,,,,None
port_hmnb_clyde,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_holyhead,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_karachi,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Pakistan,,,,,,,,,None
port_latakia,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Syria,,,,,,,,,None
port_liverpool,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_lossiemouth,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_milford_haven,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_mumbai,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",India,,,,,,,,,None
port_pg_asaluyeh,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iran,,,,,,,,,None
port_pg_bandar_abbas,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iran,,,,,,,,,None
port_pg_bandar_lengeh,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iran,,,,,,,,,None
port_pg_bushehr,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iran,,,,,,,,,None
port_pg_dammam,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iceland,,,,,,,,,None
port_pg_fujairah,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iceland,,,,,,,,,None
port_pg_kish,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iran,,,,,,,,,None
port_pg_kuwait,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Kuwait,,,,,,,,,None
port_pg_minah_al_ahmadi,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iceland,,,,,,,,,None
port_pg_umm_quasr,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Iraq,,,,,,,,,None
port_plymouth,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_portsmouth,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
port_telaviv,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Israel,,,,,,,,,None
port_ussr_kandalaksha,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
port_ussr_severomorsk,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
port_weymouth,land_units,LandUnit,Port,VariantReference,2,"Default,Variant1",UK,,,,,,,,,None
raf_rapier_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",UK|Turkey|Libya|Iran,,,,,,,,,None
swe_ersta,land_units,LandUnit,"ASuW,Gun",VariantReference,2,"Default,Variant1",Norway,,,,,,,,,Moderate
tgt_ammo_depot_small,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,Minor
tgt_fueltanks_large,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_fueltanks_large_brown,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_fueltanks_medium,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_fueltanks_medium_sandy,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_fueltanks_small,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_fueltanks_small_brown,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_industry_buildings_1,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_industry_buildings_2,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_industry_buildings_2_brown,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_industry_buildings_3,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_industry_buildings_4,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_refinery_small,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_refinery_small_2,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
tgt_refinery_small_3,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,,,,,Minor
us_cobra_dane_ewr,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",US,,,,,,,,,Minor
usa_aaa_m42,land_units,LandUnit,Gun,VariantReference,6,"Default,Variant1-5",US|Germany|South_Vietnam|Pakistan|Japan,,,,,5.82,3.23,38.8,,Minor
usa_aaa_m51,land_units,LandUnit,"AAW,Gun",VariantReference,3,"Default,Variant1,Variant2",US|Japan,,,,,7.6,2.5,0,,None
usa_aaa_vulcan,land_units,LandUnit,Gun,VariantReference,5,"Default,Variant1-4",US|Israel,,,,,4.9,2.9,36.7,,Minor
usa_apc_aav7,land_units,LandUnit,Gun,VariantReference,8,"Default,Variant1-7",US|Brazil|Japan|Spain|Italy|South_Korea|Thailand,,,,,7.94,3.27,38.9,,Minor
usa_apc_m113,land_units,LandUnit,Gun,VariantReference,10,"Default,Variant1-9",US|Germany|Iran|Israel|Pakistan|South_Korea|Turkey,,,,,4.9,2.7,34.5,,Minor
usa_car_hemtt,land_units,LandUnit,Transport,VariantReference,2,"Default,Variant1",US,,,,,10.4,2.4,62,,None
usa_car_hmmwv,land_units,LandUnit,Transport,VariantReference,4,"Default,Variant1-3",US,,,,,4.6,2.2,55,,None
usa_car_hmmwv_m2,land_units,LandUnit,Transport,VariantReference,4,"Default,Variant1-3",US,,,,,4.6,2.2,55,,None
usa_car_hmmwv_tow,land_units,LandUnit,Transport,VariantReference,4,"Default,Variant1-3",US,,,,,4.6,2.2,55,,None
usa_car_m923,land_units,LandUnit,Transport,VariantReference,2,"Default,Variant1",US,,,,,8.4,2.5,55,,None
usa_ifv_bradley,land_units,LandUnit,Gun,VariantReference,4,"Default,Variant1-3",US,,,,,6.5,3.2,35.6,,Minor
usa_mbt_abrams,land_units,LandUnit,Gun,VariantReference,3,"Default,Variant1,Variant2",US,,,,,9.8,3.66,36,,Heavy
usa_mbt_m60,land_units,LandUnit,Gun,VariantReference,6,"Default,Variant1-5",US|Iraq|Iran|Israel|Egypt,,,,,9.3,3.6,30,,Moderate
usa_mim-23_fcr,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",US,,,,,,,,,None
usa_mim-23_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",US,,,,,,,,,None
usa_mim-23_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",US,,,,,,,,,None
usa_mlrs_m270,land_units,LandUnit,Gun,VariantReference,6,"Default,Variant1-5",US|UK|Germany|Japan|Israel,,,,,6.9,2.97,35,,Minor
usa_radar_tps-43,land_units,LandUnit,Radar,VariantReference,4,"Default,Variant1-3",US|Argentina|Spain,,,,,,,,,None
usa_radar_tps-63,land_units,LandUnit,Radar,VariantReference,9,"Default,Variant1-8",US|Egypt|Israel|Jordan|Kuwait|Morocco|South_Korea|Turkey,,,,,,,,,None
usa_sam_site_nike_hercules,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",US,,,,,,,,,Minor
usa_spa_m109a2,land_units,LandUnit,Gun,VariantReference,3,"Default,Variant1,Variant2",US|Pakistan,,,,,6.1,3.2,30,,Minor
usa_spa_m110a1,land_units,LandUnit,Gun,VariantReference,17,"Default,Variant1-16",US|UK|Germany|Japan|Israel|Pakistan|Egypt|Greece|Turkey|Belgium|Spain|Italy|Jordan|Iran|South_Korea|Morocco,,,,,6.5,3.15,30,,Minor
warehouses_1,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,352.1,,,,Minor
warehouses_2,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,352.1,,,,Minor
warehouses_3,land_units,LandUnit,Target,VariantReference,2,"Default,Variant1",Vietnam,,,,,352.1,,,,Minor
wp_aaa_61K,land_units,LandUnit,"AAW,Gun",VariantReference,10,"Default,Variant1-9",Soviet|Cuba|Vietnam|Iraq|Iran|North_Korea|Poland|Syria|Pakistan,,,,,,,,,None
wp_aaa_ural_61K,land_units,LandUnit,"AAW,Gun",VariantReference,10,"Default,Variant1-9",Soviet|Cuba|Vietnam|Iraq|Iran|North_Korea|Poland|Syria|Pakistan,,,,,7.4,2.5,43.2,,None
wp_aaa_ural_s-60,land_units,LandUnit,"AAW,Gun",VariantReference,10,"Default,Variant1-9",Soviet|Cuba|Vietnam|Iraq|Iran|North_Korea|Poland|Syria|Pakistan,,,,,7.4,2.5,43.2,,None
wp_aaa_ural_zu-23,land_units,LandUnit,"AAW,Gun",VariantReference,10,"Default,Variant1-9",Soviet|Cuba|Vietnam|Iraq|Iran|North_Korea|Poland|Syria|Pakistan,,,,,7.4,2.5,43.2,,None
wp_airbase_1,land_units,LandUnit,Airfield,VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_airbase_2,land_units,LandUnit,Airfield,VariantReference,6,"Default,Variant1-5",Soviet|Syria,,,,,,,,,None
wp_airbase_3,land_units,LandUnit,Airfield,VariantReference,15,"Default,Variant1-14",Soviet|Poland|DDR|Vietnam|Egypt|Syria|Algeria,,,,,,,,,None
wp_airbase_4,land_units,LandUnit,Airfield,VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_airbase_5,land_units,LandUnit,Airfield,VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_asc_redut,land_units,LandUnit,"ASuW,ASM",VariantReference,2,"Default,Variant1",Soviet,,,,,13.6,2.8,21.6,,None
wp_asc_rubezh,land_units,LandUnit,"ASuW,ASM",VariantReference,2,"Default,Variant1",Soviet,,,,,11.6,3.5,32.4,,None
wp_car_ural,land_units,LandUnit,"Transport,RAS",VariantReference,2,"Default,Variant1",Soviet,,,,,7.4,2.5,43.2,,None
wp_car_ural_command,land_units,LandUnit,Transport,VariantReference,2,"Default,Variant1",Soviet,,,,,7.4,2.5,43.2,,None
wp_cross_slot,land_units,LandUnit,"Radar,ESM",VariantReference,4,"Default,Variant1-3",China|Vietnam|Soviet,,,,,,,,,None
wp_large_pvo_airbase,land_units,LandUnit,Airfield,VariantReference,3,"Default,Variant1,Variant2",Soviet|Iran,,,,,,,,,None
wp_lt_pt-76,land_units,LandUnit,Gun,VariantReference,18,"Default,Variant1-17",Soviet|Vietnam|Egypt|Iraq|India|Syria|Cuba|North_Korea|China|Poland|DDR|Bulgaria|Hungary|Germany|Israel|Pakistan|Finland,,,,,6.91,3.14,23.8,,Minor
wp_mbt_t-55,land_units,LandUnit,Gun,VariantReference,9,"Default,Variant1-8",Soviet|DDR|Czech|Iraq|Poland|Syria|Egypt,,,,,6.2,3.27,27,,Moderate
wp_mbt_t-55m,land_units,LandUnit,Gun,VariantReference,9,"Default,Variant1-8",Soviet|DDR|Czech|Iraq|Poland|Syria|Egypt,,,,,6.2,3.27,27,,Moderate
wp_mbt_t-72a,land_units,LandUnit,Gun,VariantReference,8,"Default,Variant1-7",Soviet|DDR|Czech|Iraq|Poland|Syria|Egypt,,,,,9.5,3.6,45.4,,Moderate
wp_mlrs_bm-21,land_units,LandUnit,Gun,VariantReference,12,"Default,Variant1-11",Soviet|Cuba|DDR|Egypt|India|Iran|Iraq|Libya|North_Korea|Syria|Vietnam|Poland,,,,,7.4,2.4,40.5,,None
wp_p-10_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,43.2,,None
wp_p-14_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_p-15_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,43.2,,None
wp_p-18_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,43.2,,None
wp_p-19_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,43.2,,None
wp_p-35_radar,land_units,LandUnit,"Radar,ESM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_sa-10_flaplid,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_sa-10_tel,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_sa-11_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,4,"Default,Variant1-3",Soviet,,,,,,,,,None
wp_sa-11_radar,land_units,LandUnit,"AAW,SAM",VariantReference,4,"Default,Variant1-3",Soviet,,,,,,,,,None
wp_sa-13_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",Soviet|India|Poland|Syria,,,,,6.5,2.85,32.9,,None
wp_sa-3_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,9,"Default,Variant1-8",Soviet|DDR|Czech|Poland|Vietnam|India|Iraq|Egypt,,,,,,,,,None
wp_sa-4_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",Soviet|DDR|Czech|Poland,,,,,,,,,None
wp_sa-4_longtruck,land_units,LandUnit,"AAW,SAM,Radar",VariantReference,5,"Default,Variant1-4",Soviet|DDR|Czech|Poland,,,,,,,35,,None
wp_sa-4_pathand,land_units,LandUnit,"AAW,SAM,Radar",VariantReference,5,"Default,Variant1-4",Soviet|DDR|Czech|Poland,,,,,,,65,,None
wp_sa-5_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_sa-5_squarepair,land_units,LandUnit,"AAW,SAM,Radar",VariantReference,2,"Default,Variant1",Soviet,,,,,,,65,,None
wp_sa-6_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,8,"Default,Variant1-7",Soviet|DDR|Czech|Libya|Iraq|Egypt|Syria,,,,,,,,,None
wp_sa-6_straightflush,land_units,LandUnit,"AAW,SAM",VariantReference,8,"Default,Variant1-7",Soviet|DDR|Czech|Libya|Iraq|Egypt|Syria,,,,,,,,,None
wp_sa-7_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",Soviet|India|Poland|Syria,,,,,,,,,None
wp_sa-8_launcher,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",Soviet|India|Poland|Syria,,,,,9.14,2.75,37.8,,None
wp_sam_site_sa-10,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_sam_site_sa-11,land_units,LandUnit,"AAW,SAM",VariantReference,4,"Default,Variant1-3",Soviet,,,,,,,,,Minor
wp_sam_site_sa-11_small,land_units,LandUnit,"AAW,SAM",VariantReference,4,"Default,Variant1-3",Soviet,,,,,,,,,Minor
wp_sam_site_sa-2,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",Soviet|India|Poland|Syria,,,,,,,,,None
wp_sam_site_sa-2_modernized,land_units,LandUnit,"AAW,SAM",VariantReference,5,"Default,Variant1-4",Soviet|India|Poland|Syria,,,,,,,,,None
wp_sam_site_sa-3,land_units,LandUnit,"AAW,SAM",VariantReference,10,"Default,Variant1-9",Soviet|DDR|Czech|Poland|Vietnam|India|Iraq|Egypt|Syria,,,,,,,,,None
wp_sam_site_sa-5,land_units,LandUnit,"AAW,SAM",VariantReference,2,"Default,Variant1",Soviet,,,,,,,,,None
wp_silkworm_launcher,land_units,LandUnit,"ASuW,ASM",VariantReference,3,"Default,Variant1,Variant2",China|Iran,,,,,,,,,None
wp_son-9,land_units,LandUnit,Radar,VariantReference,3,"Default,Variant1,Variant2",Vietnam|Soviet,,,,,,,,,None
wp_spa_2s3,land_units,LandUnit,Gun,VariantReference,5,"Default,Variant1-4",Soviet|DDR|Iraq|Hungary,,,,,7.7,3.3,32.4,,Minor
wp_zsu-57,land_units,LandUnit,Gun,VariantReference,14,"Default,Variant1-13",Soviet|Cuba|DDR|Egypt|Finland|Hungary|Iran|Iraq|North_Korea|Poland|Romania|Syria|Vietnam,,,,,6.2,3.3,27,,Minor
all_assault_raft,vessels,Vessel,Deco,VariantReference,4,"Default,Variant1-3",Unknown|US|Soviet|UK,1970,1970,Commandos,1,5,2,20,"-5,0,4,6,8,10,20",None
all_life_raft,vessels,Vessel,"Deco,LifeRaft",VariantReference,1,Default,Unknown,,,,0.3,3,3,0,,None
all_life_raft_open,vessels,Vessel,"Deco,LifeRaft",VariantReference,1,Default,Unknown,,,,0.3,3,3,0,,None
all_life_raft_single,vessels,Vessel,"Deco,LifeRaft",VariantReference,1,Default,Unknown,,,ArmyPilot,0.3,3,3,0,,None
all_pod_president,vessels,Vessel,"Deco,LifeRaft",VariantReference,1,Default,Unknown,,,Potus,0.3,3,3,0,,None
civ_fv_crabboat,vessels,Vessel,Merchant,VariantReference,6,"Default,Variant1-5",US,,,,300,50.8,8.8,14,,None
civ_fv_dhow,vessels,Vessel,SmallCivilian,VariantReference,5,"Default,Variant1-4",Iraq|Greece|Cyprus|Egypt,,,Empty,140,18.5,6.2,11,,None
civ_fv_fishingboat_a,vessels,Vessel,Merchant,VariantReference,6,"Default,Variant1-5",US,,,,140,25,6.2,11,,None
civ_fv_fishingboat_b,vessels,Vessel,Merchant,VariantReference,9,"Default,Variant1-8",Norway|Iceland|Denmark|Sweden|Finland|Soviet|Poland|DDR,,,,140,30,6.5,11.5,,None
civ_fv_fishingboat_c,vessels,Vessel,Merchant,VariantReference,2,"Default,Variant1",Japan,,,,140,25,6.2,11,,None
civ_fv_fishingboat_d,vessels,Vessel,Merchant,VariantReference,2,"Default,Variant1",Japan,,,,140,30,6.5,11.5,,None
civ_fv_okean,vessels,Vessel,Merchant,VariantReference,9,"Default,Variant1-8",Soviet|Cuba|DDR|UK|France|Spain|Germany|Poland,1957,1957,,700,50.8,8.8,11,,None
civ_fv_sampan,vessels,Vessel,SmallCivilian,VariantReference,2,"Default,Variant1",Vietnam,,,"Empty,Canvas,Canvas_Stern,Ferry,Ferry_2,Ferry_Cargo,Sail,Random",140,9,3,11,,None
civ_fv_sidetrawler,vessels,Vessel,Merchant,VariantReference,2,"Default,Variant1",Norway,,,,700,50.8,8.8,11,,None
civ_fv_sterntrawler_a,vessels,Vessel,Merchant,VariantReference,3,"Default,Variant1,Variant2",Norway|Soviet|DDR,,,,700,50.8,8.8,11,,None
civ_fv_sterntrawler_b,vessels,Vessel,Merchant,VariantReference,4,"Default,Variant1-3",UK|DDR|Canada,,,,900,50.8,8.8,14,,None
civ_fv_sterntrawler_c,vessels,Vessel,Merchant,VariantReference,4,"Default,Variant1-3",France|Soviet|Canada,,,,900,50.8,8.8,14,,None
civ_fv_sterntrawler_d,vessels,Vessel,Merchant,VariantReference,2,"Default,Variant1",Japan,,,,700,50.8,8.8,14,,None
civ_ms_act_1,vessels,Vessel,Merchant,VariantReference,12,"Default,Variant1-11",Australia,1969,1969,"Containers,Munitions",30000,217,29,21.5,,None
civ_ms_amra,vessels,Vessel,Merchant,VariantReference,20,"Default,Variant1-19",UK|South_Korea|Netherlands,1969,1969,"Munitions,MilitaryVehicles,Containers,DryCargo,Vehicles",20000,143.26,21.34,18.5,,None
civ_ms_andizhan,vessels,Vessel,Merchant,VariantReference,47,"Default,Variant1-46",Soviet|Vietnam,1958,1958,"Munitions,MilitaryVehicles,DryCargo,Vehicles,Fertilizer,Ore",4375,,,13.5,,None
civ_ms_bulk,vessels,Vessel,Merchant,VariantReference,93,"Default,Variant1-92",UK|Japan|Germany|Liberia|India|Netherlands|Greece|Italy,,,"DryCargo,Fertilizer",175000,305,44,16.5,,None
civ_ms_c7s68,vessels,Vessel,Merchant,VariantReference,21,"Default,Variant1-20",US,1968,1968,"Munitions,Containers",33000,204,25.9,23,,None
civ_ms_c8,vessels,Vessel,Merchant,VariantReference,27,"Default,Variant1-26",US|Norway|Netherlands|Germany,1968,1968,Lighters,44600,272,30.5,18.0,,None
civ_ms_car_carrier_a,vessels,Vessel,Merchant,VariantReference,55,"Default,Variant1-54",Norway|Sweden|Japan|Panama|Liberia|Greece,1975,1975,"Vehicles,MilitaryVehicles",30000,,,21.5,,None
civ_ms_encounter,vessels,Vessel,Merchant,VariantReference,8,"Default,Variant1-7",UK,1969,1969,"Munitions,Containers",26000,213,"30,5",22,,None
civ_ms_freighter_a,vessels,Vessel,Merchant,VariantReference,54,"Default,Variant1-53",US,1966,1966,"Munitions,MilitaryVehicles,DryCargo,Containers,Vehicles",8200,158.5,22.9,24.0,,None
civ_ms_freighter_b,vessels,Vessel,Merchant,VariantReference,17,"Default,Variant1-16",US|Australia|Japan,1965,1965,"Munitions,MilitaryVehicles,DryCargo,Containers,Vehicles",20000,180,23,24.0,,None
civ_ms_freighter_d,vessels,Vessel,Merchant,VariantReference,54,"Default,Variant1-53",Brazil|Japan|Netherlands|Spain|Myanmar|Denmark|Poland,1970,1970,"Munitions,MilitaryVehicles,DryCargo,Containers,Vehicles,Fertilizer",20000,157,23,18.5,,None
civ_ms_irkutsk,vessels,Vessel,Merchant,VariantReference,26,"Default,Variant1-25",Soviet|Finland,1975,1975,"Munitions,MilitaryVehicles,DryCargo,Containers,Vehicles,Fertilizer",20000,151.4,20.4,18.5,,None
civ_ms_ivan_franko,vessels,Vessel,Merchant,VariantReference,7,"Default,Variant1-6",Soviet|Greece,1964,1964,"Passengers,Troops",20000,155,25,20.5,,None
civ_ms_kommunist,vessels,Vessel,Merchant,VariantReference,21,"Default,Variant1-20",Soviet,1968,1968,"Munitions,MilitaryVehicles,DryCargo,Vehicles,Fertilizer",12700,154.6,20.6,18.5,,None
civ_ms_mairangi_bay,vessels,Vessel,Merchant,VariantReference,49,"Default,Variant1-48",UK|NewZealand|Australia|Japan|Netherlands|US|Israel|Germany,1978,1978,"Munitions,Containers",40000,,,23.0,,None
civ_ms_mercur,vessels,Vessel,Merchant,VariantReference,11,"Default,Variant1-10",Soviet,1975,1975,"Munitions,Containers",30000,169.6,25.4,19.0,,None
civ_ms_metallurg_anosov,vessels,Vessel,Merchant,VariantReference,24,"Default,Variant1-23",Soviet,1959,1959,"Munitions,MilitaryVehicles,DryCargo,Vehicles,Fertilizer",20000,169.9,21.9,19.5,,None
civ_ms_murom,vessels,Vessel,Merchant,VariantReference,31,"Default,Variant1-30",Soviet,1961,1961,"Munitions,MilitaryVehicles,DryCargo,Fertilizer",20000,155.1,20.3,18.5,,None
civ_ms_poltava,vessels,Vessel,Merchant,VariantReference,80,"Default,Variant1-79",Soviet|Greece|Pakistan|Kuwait|Iraq|Hungary|India|Germany|Panama|Singapore|Liberia|Cyprus|Malta,1962,1962,"Munitions,MilitaryVehicles,DryCargo,Vehicles,Fertilizer",8000,155.7,20.7,18.0,,None
civ_ms_ritina,vessels,Vessel,Merchant,VariantReference,122,"Default,Variant1-121",Japan|Italy|Liberia|France|Kuwait|UK|US,1974,1974,Oil,253000,349,51.8,16.5,,None
civ_ms_roro_a,vessels,Vessel,Merchant,VariantReference,14,"Default,Variant1-13",US|Norway|Soviet,1972,1972,"MilitaryVehicles,Vehicles,Containers",30000,205.8,31.2,21.5,,None
civ_ms_roro_b,vessels,Vessel,Merchant,VariantReference,21,"Default,Variant1-20",Soviet,1975,1975,"MilitaryVehicles,Vehicles,Containers",6000,139.6,19.2,16.5,,None
civ_ms_roro_c,vessels,Vessel,Merchant,VariantReference,11,"Default,Variant1-10",US,1977,1977,"MilitaryVehicles,Vehicles,Containers",33900,208.5,31,23.0,,None
civ_ms_seabee,vessels,Vessel,Merchant,VariantReference,9,"Default,Variant1-8",US|Soviet,1972,1972,"MilitaryVehicles,Lighters",55660,267,32,16.0,,None
