alias,category,weapon_system,system_name,weapon_type,magazine,ammo_slot,ammo,count
wp_mbt_t-55,land_units,WeaponSystem2,12.7mm_DSHK,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_05in,2000
wp_mbt_t-55m,land_units,WeaponSystem1,Bastion,Missile,WeaponMagazineMissile,Ammunition1,wp_at-10,8
wp_mbt_t-55m,land_units,WeaponSystem2,100mm_D-10,Gun,WeaponMagazineGun,Ammunition1,wp_cal_100mm_d10,35
wp_mbt_t-55m,land_units,WeaponSystem3,12.7mm_DSHK,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_05in,2000
wp_mbt_t-72a,land_units,WeaponSystem1,2A46,Gun,WeaponMagazineGun,Ammunition1,wp_cal_125mm,43
wp_mbt_t-72a,land_units,WeaponSystem2,12.7mm_NSVT,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_05in,2000
wp_mlrs_bm-21,land_units,WeaponSystem1,GRAD-40_BM21,Missile,WeaponMagazineLauncher,Ammunition1,wp_grad,120
wp_sa-11_launcher,land_units,WeaponSystem1,SA-11,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-11,4
wp_sa-13_launcher,land_units,WeaponSystem1,SA-13,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-13,8
wp_sa-3_launcher,land_units,WeaponSystem1,SA-3,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-3,4
wp_sa-6_launcher,land_units,,,,WeaponMagazineMissile,Ammunition1,wp_sa-6,3
wp_sa-7_launcher,land_units,WeaponSystem1,SA-7,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-n-5,3
wp_sa-8_launcher,land_units,WeaponSystem1,SA-8,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-8,18
wp_sam_site_sa-11,land_units,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7+WeaponSystem8+WeaponSystem9,SA-11,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-11,48
wp_sam_site_sa-11,land_units,WeaponSystem10+WeaponSystem11+WeaponSystem12,23mm_ZU-23,CIWS,WeaponMagazineAAA,Ammunition1,wp_cal_23mm,6000
wp_sam_site_sa-11_small,land_units,WeaponSystem1+WeaponSystem2+WeaponSystem3,SA-11,Missile,WeaponMagazineMissile,Ammunition1,wp_sa-11,16
wp_sam_site_sa-11_small,land_units,,,,WeaponMagazineAAA,Ammunition1,wp_cal_23mm,6000
wp_sam_site_sa-2,land_units,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4+WeaponSystem5+WeaponSystem6,SA-2,Missile,WeaponMagazineSA-2,Ammunition1,wp_sa-2,18
wp_sam_site_sa-2_modernized,land_units,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4+WeaponSystem5+WeaponSystem6,SA-2,Missile,WeaponMagazineSA-2,Ammunition1,wp_sa-2,18
wp_sam_site_sa-3,land_units,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4,SA-3,Missile,WeaponMagazine_SA-3,Ammunition1,wp_sa-3,32
wp_sam_site_sa-5,land_units,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7+WeaponSystem8+WeaponSystem9+WeaponSystem10+WeaponSystem11+WeaponSystem12,SA-5,Missile,WeaponMagazineSA-5,Ammunition1,wp_sa-5,36
wp_silkworm_launcher,land_units,WeaponSystem1,SS-N-2,Missile,WeaponMagazineMissile,Ammunition1,plan_sy-1a,4
wp_spa_2s3,land_units,WeaponSystem1,2A33,Gun,WeaponMagazineGun,Ammunition1,wp_152mm_2a33,42
wp_zsu-57,land_units,WeaponSystem1,S-68,Gun,WeaponMagazine_57mm,Ammunition1,wp_cal_57mm_zsu,260
es_ffg_baleares,vessels,WeaponSystem1,MK22,Missile,WeaponMagazineMK22,Ammunition1,usn_rim-66b,16
es_ffg_baleares,vessels,,,,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
es_ffg_baleares,vessels,WeaponSystem3+WeaponSystem4,MK32_Mod9,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk44_ship,22
es_ffg_baleares,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42,Ammunition1,usn_cal_127mm,600
es_ffg_baleares,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
es_ss_galerna,vessels,WeaponSystem5+WeaponSystem6,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
es_ssk_delfin,vessels,WeaponSystem13+WeaponSystem14,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
fgs_ddg_lutjens,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rim-66b,34
fgs_ddg_lutjens,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition2,usn_rgm-84a,6
fgs_ddg_lutjens,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
fgs_ddg_lutjens,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
fgs_ddg_lutjens,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
fgs_ddg_lutjens,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
fgs_ptg_tiger,vessels,WeaponSystem3,MK75,Gun,WeaponMagazineGun,Ammunition1,usn_cal_76mm,800
fgs_ptg_tiger,vessels,WeaponSystem4,Bofors_L60,Gun,WeaponMagazineFastForty,Ammunition1,usn_cal_40mm,6000
fgs_ptg_tiger,vessels,,,,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
fgs_ss_type_205,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
fgs_ss_type_206,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
fr_ss_agosta,vessels,WeaponSystem5+WeaponSystem6,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
fr_ss_daphne,vessels,WeaponSystem13+WeaponSystem14,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
ins_ff_blackwood,vessels,WeaponSystem1,LIMBO_MK10,RBU,WeaponMagazine_LIMBO_left,Ammunition1,rn_limbo_shell,51
ins_ff_blackwood,vessels,WeaponSystem2,LIMBO_MK10,RBU,WeaponMagazine_LIMBO_right,Ammunition1,rn_limbo_shell,51
ins_ff_blackwood,vessels,WeaponSystem3,Bofors_L/60_MkIX,Gun,WeaponMagazine_Bofors_left,Ammunition1,usn_cal_40mm,800
ins_ff_blackwood,vessels,WeaponSystem4,Bofors_L/60_MkIX,Gun,WeaponMagazine_Bofors_right,Ammunition1,usn_cal_40mm,800
ins_ff_blackwood,vessels,WeaponSystem5,Bofors_L/60_MkIX,Gun,WeaponMagazine_Bofors_stern,Ammunition1,usn_cal_40mm,1400
ins_ff_blackwood,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
ins_pt_saar,vessels,WeaponSystem2+WeaponSystem3+WeaponSystem4,Bofors_L60,Gun,WeaponMagazineGun,Ammunition1,usn_cal_40mm,1200
ins_pt_saar,vessels,,,,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
ins_ptg_aliya,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
ins_ptg_hetz,vessels,WeaponSystem4,MK75,Gun,WeaponMagazineMK75,Ammunition1,usn_cal_76mm,200
ins_ptg_hetz,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
ins_ptg_saar_2,vessels,WeaponSystem4,Breda_40mm_L/70,Gun,WeaponMagazineGun,Ammunition1,usn_cal_40mm,9000
ins_ptg_saar_2,vessels,,,,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
ins_ptg_saar_3,vessels,WeaponSystem3,MK75,Gun,WeaponMagazineGun,Ammunition1,usn_cal_76mm,400
ins_ptg_saar_3,vessels,WeaponSystem4+WeaponSystem5,Oerlikon_20mm,CIWS,WeaponMagazineOerlikon,Ammunition1,usn_cal_20mm,2400
ins_ptg_saar_4,vessels,WeaponSystem3,MK75,Gun,WeaponMagazineGun1,Ammunition1,usn_cal_76mm,300
ins_ptg_saar_4,vessels,WeaponSystem4,MK75,Gun,WeaponMagazineGun2,Ammunition1,usn_cal_76mm,300
ins_ptg_saar_4,vessels,WeaponSystem5,Oerlikon_20mm,CIWS,WeaponMagazineOerlikon1,Ammunition1,usn_cal_20mm,1200
ins_ptg_saar_4,vessels,WeaponSystem6,Oerlikon_20mm,CIWS,WeaponMagazineOerlikon2,Ammunition1,usn_cal_20mm,1200
ins_ptg_saar_4,vessels,,,,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
ins_ss_gal,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
ir_aor_delvar,vessels,WeaponSystem1,Oerlikon_20mm_gambo,CIWS,WeaponMagazineGambo,Ammunition1,usn_cal_20mm,2400
ir_fab_boghammar,vessels,WeaponSystem1,107mm_Hasheb-1,Missile,WeaponMagazine107mm,Ammunition1,ir_107mm_rocket,441
ir_fab_boghammar,vessels,WeaponSystem2,12.7mm_DSHK_Dual,CIWS,WeaponMagazine50cal,Ammunition1,wp_cal_05in,3000
ir_ffg_alvand,vessels,WeaponSystem1,Seacat,Missile,WeaponMagazine_Seacat,Ammunition1,rn_seacat,10
ir_ffg_alvand,vessels,WeaponSystem3,LIMBO_MK10,RBU,WeaponMagazine_LIMBO,Ammunition1,rn_limbo_shell,51
ir_ffg_alvand,vessels,WeaponSystem4,Mark8,Gun,WeaponMagazineGun,Ammunition1,rn_cal_114mm,220
ir_ffg_alvand,vessels,WeaponSystem5,Breda_40mm_L/70,Gun,WeaponMagazineFastForty,Ammunition1,usn_cal_40mm,1200
ir_ffg_alvand,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
ir_pf_bayandor,vessels,WeaponSystem1,MK34,Gun,WeaponMagazineGun_1,Ammunition1,usn_cal_3in50,740
ir_pf_bayandor,vessels,WeaponSystem2,MK34,Gun,WeaponMagazineGun_2,Ammunition1,usn_cal_3in50,520
ir_pf_bayandor,vessels,WeaponSystem3,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,2600
ir_pf_bayandor,vessels,WeaponSystem4,23mm_ZU-23,CIWS,WeaponMagazineGun_4,Ammunition1,wp_cal_23mm,6400
ir_pf_bayandor,vessels,WeaponSystem5,23mm_ZU-23,CIWS,WeaponMagazineGun_5,Ammunition1,wp_cal_23mm,6400
ir_pf_bayandor,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,24
ir_pt_kaivan,vessels,WeaponSystem3,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,2400
ir_pt_parvin,vessels,WeaponSystem1,Oerlikon_20mm_gambo,CIWS,WeaponMagazineGun_1,Ammunition1,usn_cal_20mm,2400
ir_pt_parvin,vessels,WeaponSystem2,Oerlikon_20mm_gambo,CIWS,WeaponMagazineGun_2,Ammunition1,usn_cal_20mm,2400
ir_pt_parvin,vessels,WeaponSystem3,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,1200
ir_pt_parvin,vessels,WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,6
ir_ptg_combattante_II,vessels,WeaponSystem3,MK75,Gun,WeaponMagazineGun,Ammunition1,usn_cal_76mm,800
ir_ptg_combattante_II,vessels,WeaponSystem4,Bofors_L60,Gun,WeaponMagazineFastForty,Ammunition1,usn_cal_40mm,6000
ir_ptg_combattante_II,vessels,,,,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
ir_ptg_kaivan,vessels,WeaponSystem3,23mm_ZU-23,CIWS,WeaponMagazineGun_1,Ammunition1,wp_cal_23mm,2400
jmsdf_dd_minegumo,vessels,WeaponSystem5,SR-375,RBU,WeaponMagazine_Type_71,Ammunition1,swe_375mm_rocket,12
jmsdf_dd_minegumo,vessels,WeaponSystem1+WeaponSystem2,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,12
jmsdf_dd_minegumo,vessels,WeaponSystem3,MK33,Gun,WeaponMagazineMK33_1,Ammunition1,usn_cal_76mm,600
jmsdf_dd_minegumo,vessels,WeaponSystem4,MK33,Gun,WeaponMagazineMK33_2,Ammunition1,usn_cal_76mm,600
jmsdf_dd_minegumo,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
jmsdf_dd_takatsuki,vessels,WeaponSystem6,SR-375,RBU,WeaponMagazine_Type_71,Ammunition1,swe_375mm_rocket,12
jmsdf_dd_takatsuki,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,12
jmsdf_dd_takatsuki,vessels,WeaponSystem4,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
jmsdf_dd_takatsuki,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
jmsdf_dd_takatsuki,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
jmsdf_dd_yamagumo,vessels,WeaponSystem6,SR-375,RBU,WeaponMagazine_Type_71,Ammunition1,swe_375mm_rocket,12
jmsdf_dd_yamagumo,vessels,WeaponSystem4,MK33,Gun,WeaponMagazineMK33_1,Ammunition1,usn_cal_76mm,600
jmsdf_dd_yamagumo,vessels,WeaponSystem5,MK33,Gun,WeaponMagazineMK33_2,Ammunition1,usn_cal_76mm,600
jmsdf_dd_yamagumo,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
jmsdf_ddg_tachikaze,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rim-66b,40
jmsdf_ddg_tachikaze,vessels,,,,WeaponMagazineMK13Late,Ammunition1,usn_rim-66e,34
jmsdf_ddg_tachikaze,vessels,,,,WeaponMagazineMK13Late,Ammunition2,usn_rgm-84c,6
jmsdf_ddg_tachikaze,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
jmsdf_ddg_tachikaze,vessels,WeaponSystem3+WeaponSystem4,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,18
jmsdf_ddg_tachikaze,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
jmsdf_ddg_tachikaze,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
jmsdf_ddg_tachikaze,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
jmsdf_ddh_haruna,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,12
jmsdf_ddh_haruna,vessels,WeaponSystem4,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
jmsdf_ddh_haruna,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
jmsdf_ddh_haruna,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
jmsdf_ss_asashio,vessels,WeaponSystem9+WeaponSystem10,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
jmsdf_ss_uzushio,vessels,WeaponSystem7+WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
jmsdf_ss_yushio,vessels,WeaponSystem7+WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
knm_ffg_oslo,vessels,WeaponSystem1,MK29,Missile,WeaponMagazine_SAM,Ammunition1,usn_rim-7h,16
knm_ffg_oslo,vessels,WeaponSystem3,Terne,RBU,WeaponMagazine_Terne,Ammunition1,knm_terne_shell,36
knm_ffg_oslo,vessels,WeaponSystem6,MK33_Oslo,Gun,WeaponMagazine_76mm,Ammunition1,usn_cal_3in50,600
knm_ffg_oslo,vessels,WeaponSystem7,Bofors_L60,Gun,WeaponMagazine_40mm,Ammunition1,usn_cal_40mm,1400
knm_ffg_oslo,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
knm_fs_sleipner,vessels,WeaponSystem1,Terne,RBU,WeaponMagazine_Terne,Ammunition1,knm_terne_shell,36
knm_fs_sleipner,vessels,WeaponSystem4,MK33_Oslo,Gun,WeaponMagazine_76mm,Ammunition1,usn_cal_3in50,600
knm_fs_sleipner,vessels,WeaponSystem5,Bofors_L60,Gun,WeaponMagazine_40mm,Ammunition1,usn_cal_40mm,1400
knm_fs_sleipner,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
knm_msc_sauda,vessels,WeaponSystem1,Oerlikon_20mm_v2,CIWS,WeaponMagazineOerlikon,Ammunition1,usn_cal_20mm,2500
knm_msc_sauda,vessels,WeaponSystem2,50BMG,CIWS,WeaponMagazine_50BMG,Ammunition1,usn_cal_05in,6500
knm_ptg_hauk,vessels,WeaponSystem4,Bofors_L60,Gun,WeaponMagazine_40mm,Ammunition1,usn_cal_40mm,600
knm_ptg_hauk,vessels,WeaponSystem5,Oerlikon_20mm_v2,CIWS,WeaponMagazine_20mm,Ammunition1,usn_cal_20mm,1200
knm_ptg_hauk,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
knm_ptg_snogg,vessels,WeaponSystem6,Bofors_L60,Gun,WeaponMagazine_40mm,Ammunition1,usn_cal_40mm,600
knm_ptg_snogg,vessels,,,,WeaponMagazine_20mm,Ammunition1,usn_cal_20mm,1200
knm_ptg_snogg,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
knm_ss_kobben,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
ln_ptg_beir_grassa,vessels,WeaponSystem3,MK75,Gun,WeaponMagazineGun,Ammunition1,usn_cal_76mm,800
ln_ptg_beir_grassa,vessels,WeaponSystem4,Bofors_L60,Gun,WeaponMagazineFastForty,Ammunition1,usn_cal_40mm,6000
ln_ptg_beir_grassa,vessels,,,,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,10
nrp_ssk_albacora,vessels,WeaponSystem13+WeaponSystem14,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
plan_ap_qiongsha,vessels,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4,14.5mm_Type69,CIWS,WeaponMagazine14mm,Ammunition1,wp_cal_14mm,1300
plan_dd_luda1,vessels,WeaponSystem5,130mm_Type76,Gun,WeaponMagazine_130mm_1,Ammunition1,plan_cal_130mm,300
plan_dd_luda1,vessels,WeaponSystem6,130mm_Type76,Gun,WeaponMagazine_130mm_2,Ammunition1,plan_cal_130mm,300
plan_dd_luda1,vessels,WeaponSystem7+WeaponSystem8,37mm_Type61_MB,Gun,WeaponMagazine_37mm_1,Ammunition1,wp_cal_37mm,1100
plan_dd_luda1,vessels,WeaponSystem9+WeaponSystem10,37mm_Type61_MB,Gun,WeaponMagazine_37mm_2,Ammunition1,wp_cal_37mm,1100
plan_dd_luda1,vessels,WeaponSystem11+WeaponSystem12+WeaponSystem13+WeaponSystem14,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,2600
plan_dd_luda1,vessels,WeaponSystem3+WeaponSystem4,FQF-2500,RBU,WeaponMagazine_FQF-2500,Ammunition1,plan_type75dc,96
plan_dd_luda1,vessels,WeaponSystem15,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
plan_ff_chengdu,vessels,WeaponSystem4,100mm_B-34,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_chengdu,vessels,WeaponSystem5,100mm_B-34,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_chengdu,vessels,WeaponSystem6,100mm_B-34,Gun,WeaponMagazine_100mm_3,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_chengdu,vessels,WeaponSystem7+WeaponSystem8,37mm_Type61_MB,Gun,WeaponMagazine_37mm_1,Ammunition1,wp_cal_37mm,1100
plan_ff_chengdu,vessels,WeaponSystem2+WeaponSystem3,FQF-1200,RBU,WeaponMagazine_RBU1200,Ammunition1,plan_type62dc,40
plan_ff_chengdu,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
plan_ff_jianghu1,vessels,WeaponSystem5,100mm_Type79A,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu1,vessels,WeaponSystem6,100mm_Type79A,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu1,vessels,WeaponSystem7+WeaponSystem8,37mm_Type61_MB,Gun,WeaponMagazine_37mm_1,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu1,vessels,WeaponSystem9+WeaponSystem10,37mm_Type61_MB,Gun,WeaponMagazine_37mm_2,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu1,vessels,WeaponSystem11+WeaponSystem12,37mm_Type61_MB,Gun,WeaponMagazine_37mm_3,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu1,vessels,WeaponSystem3+WeaponSystem4,FQF-1200,RBU,WeaponMagazine_FQF-1200,Ammunition1,plan_type62dc,40
plan_ff_jianghu1,vessels,WeaponSystem13,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
plan_ff_jianghu2,vessels,WeaponSystem5,100mm_Type79A,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu2,vessels,WeaponSystem6,100mm_Type79A,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu2,vessels,,,,WeaponMagazine_100mm_3,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu2,vessels,WeaponSystem7+WeaponSystem8,37mm_Type61_MB,Gun,WeaponMagazine_37mm_1,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu2,vessels,,,,WeaponMagazine_SAM_1,Ammunition1,pla_pl-5c,8
plan_ff_jianghu2,vessels,WeaponSystem9+WeaponSystem10,37mm_Type61_MB,Gun,WeaponMagazine_37mm_2,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu2,vessels,,,,WeaponMagazine_SAM_2,Ammunition1,pla_pl-5c,8
plan_ff_jianghu2,vessels,WeaponSystem3+WeaponSystem4,FQF-1200,RBU,WeaponMagazine_RBU1200,Ammunition1,plan_type62dc,40
plan_ff_jianghu2,vessels,WeaponSystem11,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
plan_ff_jianghu3,vessels,WeaponSystem7,100mm_Type79A,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu3,vessels,WeaponSystem8,100mm_Type79A,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,300
plan_ff_jianghu3,vessels,WeaponSystem9+WeaponSystem10,37mm_Type61_MB,Gun,WeaponMagazine_37mm_1,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu3,vessels,WeaponSystem11+WeaponSystem12,37mm_Type61_MB,Gun,WeaponMagazine_37mm_2,Ammunition1,wp_cal_37mm,1100
plan_ff_jianghu3,vessels,WeaponSystem5+WeaponSystem6,FQF-1200D,RBU,WeaponMagazine_FQF-1200,Ammunition1,plan_type62dc,40
plan_ff_jianghu3,vessels,WeaponSystem13,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
plan_ffg_jiangdong,vessels,WeaponSystem1,AJK-01,Missile,WeaponMagazineHQ61_1,Ammunition1,plan_hq-61,12
plan_ffg_jiangdong,vessels,WeaponSystem2,AJK-01,Missile,WeaponMagazineHQ61_2,Ammunition1,plan_hq-61,12
plan_ffg_jiangdong,vessels,WeaponSystem5,100mm_Type79A,Gun,WeaponMagazine_100mm_1,Ammunition1,wp_cal_100mm_cm5,300
plan_ffg_jiangdong,vessels,WeaponSystem6,100mm_Type79A,Gun,WeaponMagazine_100mm_2,Ammunition1,wp_cal_100mm_cm5,300
plan_ffg_jiangdong,vessels,,,,WeaponMagazine_100mm_3,Ammunition1,wp_cal_100mm_cm5,300
plan_ffg_jiangdong,vessels,WeaponSystem7+WeaponSystem8,37mm_Type61_MB,Gun,WeaponMagazine_37mm_1,Ammunition1,wp_cal_37mm,1100
plan_ffg_jiangdong,vessels,WeaponSystem9+WeaponSystem10,37mm_Type61_MB,Gun,WeaponMagazine_37mm_2,Ammunition1,wp_cal_37mm,1100
plan_ffg_jiangdong,vessels,WeaponSystem3+WeaponSystem4,FQF-1200,RBU,WeaponMagazine_RBU1200,Ammunition1,plan_type62dc,40
plan_ffg_jiangdong,vessels,WeaponSystem11,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
plan_k_type_037,vessels,WeaponSystem6+WeaponSystem7+WeaponSystem8+WeaponSystem9,FQF-1200,RBU,WeaponMagazine_RBU1200,Ammunition1,plan_type62dc,60
